# Galactic Coordinates: l = 78.0, b = 0.0
# RA: 20h29m41.5516s, Dec: +39d03m17.4038s
# Julian Date: 2456032.81112, LST: 19.9332
# LSR Correction: -31.6548 km/s
#
OnFreq                   On                       OffFreq                  Off                      Cal
1.414400000000000091e+03 1.180590000000000000e+05 1.424400000000000091e+03 1.294310000000000000e+05 1.460180000000000000e+05
1.414401465022585853e+03 1.180590000000000000e+05 1.424401465022585853e+03 1.294310000000000000e+05 1.460180000000000000e+05
1.414402930045171615e+03 8.612700000000000000e+04 1.424402930045171615e+03 9.875200000000000000e+04 1.147890000000000000e+05
1.414404395067757378e+03 8.603800000000000000e+04 1.424404395067757378e+03 9.805100000000000000e+04 1.141880000000000000e+05
1.414405860090343140e+03 8.498700000000000000e+04 1.424405860090343140e+03 9.706800000000000000e+04 1.132560000000000000e+05
1.414407325112928902e+03 8.533000000000000000e+04 1.424407325112928902e+03 9.671800000000000000e+04 1.134490000000000000e+05
1.414408790135514664e+03 8.559300000000000000e+04 1.424408790135514664e+03 9.760800000000000000e+04 1.138760000000000000e+05
1.414410255158100426e+03 8.492800000000000000e+04 1.424410255158100426e+03 9.687600000000000000e+04 1.128780000000000000e+05
1.414411720180686189e+03 8.390700000000000000e+04 1.424411720180686189e+03 9.699200000000000000e+04 1.122710000000000000e+05
1.414413185203271951e+03 8.473500000000000000e+04 1.424413185203271951e+03 9.695400000000000000e+04 1.128870000000000000e+05
1.414414650225857713e+03 8.460500000000000000e+04 1.424414650225857713e+03 9.666200000000000000e+04 1.129180000000000000e+05
1.414416115248443475e+03 8.500600000000000000e+04 1.424416115248443475e+03 9.656100000000000000e+04 1.129150000000000000e+05
1.414417580271029237e+03 8.447700000000000000e+04 1.424417580271029237e+03 9.690700000000000000e+04 1.127830000000000000e+05
1.414419045293615000e+03 8.422500000000000000e+04 1.424419045293615000e+03 9.653800000000000000e+04 1.129710000000000000e+05
1.414420510316200762e+03 8.367100000000000000e+04 1.424420510316200762e+03 9.638400000000000000e+04 1.121320000000000000e+05
1.414421975338786524e+03 8.387300000000000000e+04 1.424421975338786524e+03 9.616600000000000000e+04 1.125750000000000000e+05
1.414423440361372286e+03 8.387400000000000000e+04 1.424423440361372286e+03 9.547400000000000000e+04 1.123280000000000000e+05
1.414424905383958048e+03 8.421600000000000000e+04 1.424424905383958048e+03 9.517900000000000000e+04 1.127560000000000000e+05
1.414426370406543811e+03 8.460400000000000000e+04 1.424426370406543811e+03 9.592800000000000000e+04 1.119210000000000000e+05
1.414427835429129573e+03 8.419000000000000000e+04 1.424427835429129573e+03 9.645600000000000000e+04 1.122590000000000000e+05
1.414429300451715335e+03 8.436700000000000000e+04 1.424429300451715335e+03 9.650100000000000000e+04 1.119490000000000000e+05
1.414430765474301097e+03 8.407200000000000000e+04 1.424430765474301097e+03 9.578200000000000000e+04 1.122360000000000000e+05
1.414432230496886859e+03 8.388100000000000000e+04 1.424432230496886859e+03 9.594600000000000000e+04 1.125300000000000000e+05
1.414433695519472622e+03 8.362300000000000000e+04 1.424433695519472622e+03 9.640100000000000000e+04 1.119170000000000000e+05
1.414435160542058384e+03 8.382500000000000000e+04 1.424435160542058384e+03 9.667600000000000000e+04 1.115620000000000000e+05
1.414436625564644146e+03 8.329800000000000000e+04 1.424436625564644146e+03 9.517200000000000000e+04 1.122980000000000000e+05
1.414438090587229908e+03 8.383300000000000000e+04 1.424438090587229908e+03 9.582700000000000000e+04 1.118160000000000000e+05
1.414439555609815670e+03 8.384900000000000000e+04 1.424439555609815670e+03 9.569700000000000000e+04 1.115910000000000000e+05
1.414441020632401433e+03 8.307600000000000000e+04 1.424441020632401433e+03 9.622200000000000000e+04 1.112580000000000000e+05
1.414442485654987195e+03 8.287100000000000000e+04 1.424442485654987195e+03 9.519700000000000000e+04 1.117300000000000000e+05
1.414443950677572957e+03 8.309600000000000000e+04 1.424443950677572957e+03 9.571700000000000000e+04 1.115440000000000000e+05
1.414445415700158719e+03 8.336700000000000000e+04 1.424445415700158719e+03 9.594000000000000000e+04 1.118970000000000000e+05
1.414446880722744481e+03 8.358400000000000000e+04 1.424446880722744481e+03 9.552900000000000000e+04 1.118710000000000000e+05
1.414448345745330244e+03 8.346700000000000000e+04 1.424448345745330244e+03 9.586800000000000000e+04 1.115400000000000000e+05
1.414449810767916006e+03 8.332900000000000000e+04 1.424449810767916006e+03 9.588200000000000000e+04 1.122900000000000000e+05
1.414451275790501768e+03 8.367100000000000000e+04 1.424451275790501768e+03 9.584700000000000000e+04 1.113030000000000000e+05
1.414452740813087530e+03 8.289400000000000000e+04 1.424452740813087530e+03 9.606400000000000000e+04 1.112050000000000000e+05
1.414454205835673292e+03 8.340200000000000000e+04 1.424454205835673292e+03 9.549000000000000000e+04 1.116030000000000000e+05
1.414455670858259055e+03 8.339600000000000000e+04 1.424455670858259055e+03 9.582700000000000000e+04 1.113440000000000000e+05
1.414457135880844817e+03 8.367300000000000000e+04 1.424457135880844817e+03 9.662800000000000000e+04 1.123470000000000000e+05
1.414458600903430579e+03 8.289500000000000000e+04 1.424458600903430579e+03 9.569200000000000000e+04 1.128220000000000000e+05
1.414460065926016341e+03 8.306700000000000000e+04 1.424460065926016341e+03 9.609600000000000000e+04 1.126050000000000000e+05
1.414461530948602103e+03 8.340000000000000000e+04 1.424461530948602103e+03 9.621000000000000000e+04 1.111640000000000000e+05
1.414462995971188093e+03 8.400400000000000000e+04 1.424462995971188093e+03 9.535000000000000000e+04 1.110060000000000000e+05
1.414464460993773855e+03 8.366100000000000000e+04 1.424464460993773855e+03 9.617700000000000000e+04 1.120840000000000000e+05
1.414465926016359617e+03 8.319100000000000000e+04 1.424465926016359617e+03 9.597300000000000000e+04 1.116270000000000000e+05
1.414467391038945379e+03 8.245600000000000000e+04 1.424467391038945379e+03 9.563800000000000000e+04 1.117320000000000000e+05
1.414468856061531142e+03 8.292600000000000000e+04 1.424468856061531142e+03 9.658800000000000000e+04 1.123780000000000000e+05
1.414470321084116904e+03 8.266300000000000000e+04 1.424470321084116904e+03 9.630400000000000000e+04 1.114650000000000000e+05
1.414471786106702666e+03 8.322900000000000000e+04 1.424471786106702666e+03 9.513700000000000000e+04 1.110390000000000000e+05
1.414473251129288428e+03 8.274200000000000000e+04 1.424473251129288428e+03 9.530800000000000000e+04 1.114000000000000000e+05
1.414474716151874190e+03 8.344100000000000000e+04 1.424474716151874190e+03 9.546500000000000000e+04 1.117630000000000000e+05
1.414476181174459953e+03 8.323300000000000000e+04 1.424476181174459953e+03 9.519700000000000000e+04 1.117090000000000000e+05
1.414477646197045715e+03 8.315800000000000000e+04 1.424477646197045715e+03 9.586200000000000000e+04 1.114440000000000000e+05
1.414479111219631477e+03 8.254400000000000000e+04 1.424479111219631477e+03 9.615200000000000000e+04 1.107420000000000000e+05
1.414480576242217239e+03 8.256600000000000000e+04 1.424480576242217239e+03 9.556200000000000000e+04 1.113460000000000000e+05
1.414482041264803001e+03 8.326500000000000000e+04 1.424482041264803001e+03 9.596800000000000000e+04 1.111040000000000000e+05
1.414483506287388764e+03 8.309200000000000000e+04 1.424483506287388764e+03 9.538700000000000000e+04 1.112580000000000000e+05
1.414484971309974526e+03 8.318200000000000000e+04 1.424484971309974526e+03 9.482700000000000000e+04 1.113150000000000000e+05
1.414486436332560288e+03 8.321200000000000000e+04 1.424486436332560288e+03 9.504900000000000000e+04 1.106920000000000000e+05
1.414487901355146050e+03 8.326500000000000000e+04 1.424487901355146050e+03 9.518400000000000000e+04 1.110230000000000000e+05
1.414489366377731812e+03 8.337600000000000000e+04 1.424489366377731812e+03 9.617800000000000000e+04 1.109800000000000000e+05
1.414490831400317575e+03 8.328400000000000000e+04 1.424490831400317575e+03 9.529000000000000000e+04 1.116160000000000000e+05
1.414492296422903337e+03 8.353800000000000000e+04 1.424492296422903337e+03 9.536800000000000000e+04 1.115280000000000000e+05
1.414493761445489099e+03 8.305800000000000000e+04 1.424493761445489099e+03 9.502700000000000000e+04 1.120000000000000000e+05
1.414495226468074861e+03 8.360000000000000000e+04 1.424495226468074861e+03 9.485800000000000000e+04 1.112770000000000000e+05
1.414496691490660623e+03 8.386800000000000000e+04 1.424496691490660623e+03 9.562200000000000000e+04 1.108560000000000000e+05
1.414498156513246386e+03 8.324800000000000000e+04 1.424498156513246386e+03 9.520500000000000000e+04 1.119410000000000000e+05
1.414499621535832148e+03 8.367600000000000000e+04 1.424499621535832148e+03 9.482100000000000000e+04 1.128130000000000000e+05
1.414501086558417910e+03 8.357500000000000000e+04 1.424501086558417910e+03 9.557500000000000000e+04 1.113330000000000000e+05
1.414502551581003672e+03 8.342300000000000000e+04 1.424502551581003672e+03 9.632000000000000000e+04 1.113260000000000000e+05
1.414504016603589434e+03 8.288900000000000000e+04 1.424504016603589434e+03 9.584700000000000000e+04 1.115600000000000000e+05
1.414505481626175197e+03 8.332200000000000000e+04 1.424505481626175197e+03 9.543900000000000000e+04 1.112110000000000000e+05
1.414506946648760959e+03 8.370000000000000000e+04 1.424506946648760959e+03 9.532500000000000000e+04 1.116320000000000000e+05
1.414508411671346721e+03 8.323200000000000000e+04 1.424508411671346721e+03 9.582800000000000000e+04 1.117480000000000000e+05
1.414509876693932483e+03 8.375200000000000000e+04 1.424509876693932483e+03 9.528800000000000000e+04 1.132570000000000000e+05
1.414511341716518245e+03 8.374200000000000000e+04 1.424511341716518245e+03 9.617900000000000000e+04 1.121880000000000000e+05
1.414512806739104008e+03 8.319700000000000000e+04 1.424512806739104008e+03 9.621100000000000000e+04 1.120380000000000000e+05
1.414514271761689770e+03 8.333400000000000000e+04 1.424514271761689770e+03 9.659000000000000000e+04 1.129630000000000000e+05
1.414515736784275532e+03 8.360700000000000000e+04 1.424515736784275532e+03 9.550800000000000000e+04 1.107690000000000000e+05
1.414517201806861294e+03 8.372700000000000000e+04 1.424517201806861294e+03 9.483300000000000000e+04 1.124360000000000000e+05
1.414518666829447056e+03 8.285800000000000000e+04 1.424518666829447056e+03 9.513800000000000000e+04 1.118430000000000000e+05
1.414520131852032819e+03 8.379300000000000000e+04 1.424520131852032819e+03 9.582800000000000000e+04 1.110980000000000000e+05
1.414521596874618581e+03 8.303300000000000000e+04 1.424521596874618581e+03 9.575200000000000000e+04 1.116430000000000000e+05
1.414523061897204343e+03 8.401200000000000000e+04 1.424523061897204343e+03 9.521100000000000000e+04 1.115820000000000000e+05
1.414524526919790105e+03 8.412700000000000000e+04 1.424524526919790105e+03 9.596600000000000000e+04 1.110540000000000000e+05
1.414525991942375867e+03 8.349800000000000000e+04 1.424525991942375867e+03 9.610800000000000000e+04 1.122080000000000000e+05
1.414527456964961630e+03 8.373200000000000000e+04 1.424527456964961630e+03 9.583800000000000000e+04 1.120580000000000000e+05
1.414528921987547392e+03 8.349000000000000000e+04 1.424528921987547392e+03 9.529400000000000000e+04 1.120530000000000000e+05
1.414530387010133154e+03 8.347900000000000000e+04 1.424530387010133154e+03 9.615100000000000000e+04 1.111070000000000000e+05
1.414531852032718916e+03 8.369800000000000000e+04 1.424531852032718916e+03 9.558600000000000000e+04 1.110940000000000000e+05
1.414533317055304678e+03 8.274900000000000000e+04 1.424533317055304678e+03 9.562400000000000000e+04 1.117230000000000000e+05
1.414534782077890441e+03 8.394600000000000000e+04 1.424534782077890441e+03 9.571700000000000000e+04 1.123060000000000000e+05
1.414536247100476203e+03 8.281500000000000000e+04 1.424536247100476203e+03 9.570900000000000000e+04 1.119010000000000000e+05
1.414537712123061965e+03 8.380500000000000000e+04 1.424537712123061965e+03 9.568900000000000000e+04 1.116260000000000000e+05
1.414539177145647727e+03 8.289600000000000000e+04 1.424539177145647727e+03 9.577100000000000000e+04 1.114450000000000000e+05
1.414540642168233489e+03 8.279500000000000000e+04 1.424540642168233489e+03 9.608100000000000000e+04 1.112790000000000000e+05
1.414542107190819252e+03 8.296500000000000000e+04 1.424542107190819252e+03 9.600900000000000000e+04 1.124760000000000000e+05
1.414543572213405014e+03 8.338000000000000000e+04 1.424543572213405014e+03 9.570600000000000000e+04 1.113890000000000000e+05
1.414545037235990776e+03 8.344500000000000000e+04 1.424545037235990776e+03 9.585100000000000000e+04 1.119420000000000000e+05
1.414546502258576538e+03 8.438200000000000000e+04 1.424546502258576538e+03 9.536100000000000000e+04 1.122390000000000000e+05
1.414547967281162300e+03 8.912000000000000000e+04 1.424547967281162300e+03 9.605300000000000000e+04 1.121340000000000000e+05
1.414549432303748063e+03 8.313600000000000000e+04 1.424549432303748063e+03 9.630600000000000000e+04 1.118760000000000000e+05
1.414550897326333825e+03 8.315400000000000000e+04 1.424550897326333825e+03 9.594700000000000000e+04 1.116830000000000000e+05
1.414552362348919587e+03 8.407700000000000000e+04 1.424552362348919587e+03 9.577100000000000000e+04 1.119160000000000000e+05
1.414553827371505349e+03 8.424900000000000000e+04 1.424553827371505349e+03 9.696200000000000000e+04 1.125760000000000000e+05
1.414555292394091111e+03 8.388200000000000000e+04 1.424555292394091111e+03 9.633400000000000000e+04 1.123290000000000000e+05
1.414556757416676874e+03 8.353100000000000000e+04 1.424556757416676874e+03 9.554700000000000000e+04 1.127140000000000000e+05
1.414558222439262636e+03 8.344100000000000000e+04 1.424558222439262636e+03 9.568000000000000000e+04 1.122410000000000000e+05
1.414559687461848398e+03 8.330000000000000000e+04 1.424559687461848398e+03 9.573200000000000000e+04 1.120430000000000000e+05
1.414561152484434160e+03 8.385700000000000000e+04 1.424561152484434160e+03 9.585600000000000000e+04 1.129600000000000000e+05
1.414562617507019922e+03 8.298300000000000000e+04 1.424562617507019922e+03 9.644600000000000000e+04 1.125550000000000000e+05
1.414564082529605685e+03 8.315200000000000000e+04 1.424564082529605685e+03 9.620100000000000000e+04 1.124830000000000000e+05
1.414565547552191447e+03 8.396800000000000000e+04 1.424565547552191447e+03 9.576500000000000000e+04 1.118830000000000000e+05
1.414567012574777209e+03 8.395000000000000000e+04 1.424567012574777209e+03 9.608800000000000000e+04 1.117240000000000000e+05
1.414568477597362971e+03 8.324500000000000000e+04 1.424568477597362971e+03 9.635100000000000000e+04 1.119660000000000000e+05
1.414569942619948733e+03 8.343600000000000000e+04 1.424569942619948733e+03 9.668200000000000000e+04 1.120370000000000000e+05
1.414571407642534496e+03 8.413800000000000000e+04 1.424571407642534496e+03 9.628100000000000000e+04 1.116440000000000000e+05
1.414572872665120258e+03 8.351700000000000000e+04 1.424572872665120258e+03 9.648400000000000000e+04 1.121980000000000000e+05
1.414574337687706020e+03 8.419500000000000000e+04 1.424574337687706020e+03 9.657200000000000000e+04 1.122030000000000000e+05
1.414575802710291782e+03 8.390000000000000000e+04 1.424575802710291782e+03 9.560200000000000000e+04 1.124420000000000000e+05
1.414577267732877544e+03 8.405500000000000000e+04 1.424577267732877544e+03 9.596400000000000000e+04 1.122770000000000000e+05
1.414578732755463307e+03 8.422200000000000000e+04 1.424578732755463307e+03 9.553900000000000000e+04 1.127210000000000000e+05
1.414580197778049069e+03 8.377300000000000000e+04 1.424580197778049069e+03 9.668100000000000000e+04 1.128790000000000000e+05
1.414581662800634831e+03 8.364300000000000000e+04 1.424581662800634831e+03 9.595200000000000000e+04 1.125680000000000000e+05
1.414583127823220593e+03 8.357400000000000000e+04 1.424583127823220593e+03 9.653800000000000000e+04 1.133510000000000000e+05
1.414584592845806355e+03 8.369600000000000000e+04 1.424584592845806355e+03 9.598000000000000000e+04 1.122920000000000000e+05
1.414586057868392118e+03 8.401400000000000000e+04 1.424586057868392118e+03 9.648500000000000000e+04 1.128490000000000000e+05
1.414587522890978107e+03 8.344000000000000000e+04 1.424587522890978107e+03 9.644500000000000000e+04 1.115000000000000000e+05
1.414588987913563869e+03 8.375600000000000000e+04 1.424588987913563869e+03 9.625500000000000000e+04 1.118550000000000000e+05
1.414590452936149632e+03 8.393900000000000000e+04 1.424590452936149632e+03 9.579400000000000000e+04 1.127600000000000000e+05
1.414591917958735394e+03 8.399700000000000000e+04 1.424591917958735394e+03 9.556700000000000000e+04 1.124250000000000000e+05
1.414593382981321156e+03 8.326600000000000000e+04 1.424593382981321156e+03 9.656600000000000000e+04 1.122080000000000000e+05
