# Galactic Coordinates: l = 30.0, b = 0.0
# RA: 18h46m05.1942s, Dec: -02d36m32.9095s
# Julian Date: 2456032.76248, LST: 18.7625
# LSR Correction: -44.1093 km/s
#
OnFreq                   On                       OffFreq                  Off                      Cal
1.414400000000000091e+03 1.131250000000000000e+05 1.424400000000000091e+03 1.203880000000000000e+05 1.352430000000000000e+05
1.414401465022585853e+03 1.131250000000000000e+05 1.424401465022585853e+03 1.203880000000000000e+05 1.352430000000000000e+05
1.414402930045171615e+03 8.246900000000000000e+04 1.424402930045171615e+03 8.856200000000000000e+04 1.042260000000000000e+05
1.414404395067757378e+03 8.196100000000000000e+04 1.424404395067757378e+03 8.835900000000000000e+04 1.035320000000000000e+05
1.414405860090343140e+03 8.176300000000000000e+04 1.424405860090343140e+03 8.794800000000000000e+04 1.031260000000000000e+05
1.414407325112928902e+03 8.130200000000000000e+04 1.424407325112928902e+03 8.855100000000000000e+04 1.032070000000000000e+05
1.414408790135514664e+03 8.115900000000000000e+04 1.424408790135514664e+03 8.751300000000000000e+04 1.033670000000000000e+05
1.414410255158100426e+03 8.121000000000000000e+04 1.424410255158100426e+03 8.735700000000000000e+04 1.032720000000000000e+05
1.414411720180686189e+03 8.074700000000000000e+04 1.424411720180686189e+03 8.743500000000000000e+04 1.024090000000000000e+05
1.414413185203271951e+03 8.208000000000000000e+04 1.424413185203271951e+03 8.705800000000000000e+04 1.030230000000000000e+05
1.414414650225857713e+03 8.164700000000000000e+04 1.424414650225857713e+03 8.776200000000000000e+04 1.029750000000000000e+05
1.414416115248443475e+03 8.106900000000000000e+04 1.424416115248443475e+03 8.743900000000000000e+04 1.028340000000000000e+05
1.414417580271029237e+03 8.049000000000000000e+04 1.424417580271029237e+03 8.716100000000000000e+04 1.015630000000000000e+05
1.414419045293615000e+03 8.084900000000000000e+04 1.424419045293615000e+03 8.697900000000000000e+04 1.013180000000000000e+05
1.414420510316200762e+03 8.051400000000000000e+04 1.424420510316200762e+03 8.651700000000000000e+04 1.022960000000000000e+05
1.414421975338786524e+03 7.998900000000000000e+04 1.424421975338786524e+03 8.606700000000000000e+04 1.024770000000000000e+05
1.414423440361372286e+03 8.062300000000000000e+04 1.424423440361372286e+03 8.639800000000000000e+04 1.023380000000000000e+05
1.414424905383958048e+03 8.092500000000000000e+04 1.424424905383958048e+03 8.706600000000000000e+04 1.025970000000000000e+05
1.414426370406543811e+03 8.083700000000000000e+04 1.424426370406543811e+03 8.721000000000000000e+04 1.024960000000000000e+05
1.414427835429129573e+03 8.029500000000000000e+04 1.424427835429129573e+03 8.643200000000000000e+04 1.023610000000000000e+05
1.414429300451715335e+03 8.006000000000000000e+04 1.424429300451715335e+03 8.612100000000000000e+04 1.016280000000000000e+05
1.414430765474301097e+03 8.040500000000000000e+04 1.424430765474301097e+03 8.619700000000000000e+04 1.014800000000000000e+05
1.414432230496886859e+03 7.988500000000000000e+04 1.424432230496886859e+03 8.656800000000000000e+04 1.017890000000000000e+05
1.414433695519472622e+03 7.971600000000000000e+04 1.424433695519472622e+03 8.690100000000000000e+04 1.015020000000000000e+05
1.414435160542058384e+03 8.033700000000000000e+04 1.424435160542058384e+03 8.619800000000000000e+04 1.018020000000000000e+05
1.414436625564644146e+03 8.072300000000000000e+04 1.424436625564644146e+03 8.651200000000000000e+04 1.011130000000000000e+05
1.414438090587229908e+03 7.963900000000000000e+04 1.424438090587229908e+03 8.748400000000000000e+04 1.018480000000000000e+05
