# Galactic Coordinates: l = 32.0, b = 0.0
# RA: 18h49m44.2813s, Dec: -00d49m45.8211s
# Julian Date: 2456032.76454, LST: 18.8121
# LSR Correction: -44.1829 km/s
#
OnFreq                   On                       OffFreq                  Off                      Cal
1.414400000000000091e+03 1.135670000000000000e+05 1.424400000000000091e+03 1.218230000000000000e+05 1.359060000000000000e+05
1.414401465022585853e+03 1.135670000000000000e+05 1.424401465022585853e+03 1.218230000000000000e+05 1.359060000000000000e+05
1.414402930045171615e+03 8.290400000000000000e+04 1.424402930045171615e+03 9.015400000000000000e+04 1.043150000000000000e+05
1.414404395067757378e+03 8.280700000000000000e+04 1.424404395067757378e+03 8.941900000000000000e+04 1.051050000000000000e+05
1.414405860090343140e+03 8.170700000000000000e+04 1.424405860090343140e+03 8.899200000000000000e+04 1.036950000000000000e+05
1.414407325112928902e+03 8.166300000000000000e+04 1.424407325112928902e+03 8.852400000000000000e+04 1.039150000000000000e+05
1.414408790135514664e+03 8.154800000000000000e+04 1.424408790135514664e+03 8.837300000000000000e+04 1.039590000000000000e+05
1.414410255158100426e+03 8.170200000000000000e+04 1.424410255158100426e+03 8.813500000000000000e+04 1.037560000000000000e+05
1.414411720180686189e+03 8.104200000000000000e+04 1.424411720180686189e+03 8.796100000000000000e+04 1.026840000000000000e+05
1.414413185203271951e+03 8.121500000000000000e+04 1.424413185203271951e+03 8.791600000000000000e+04 1.028880000000000000e+05
1.414414650225857713e+03 8.068600000000000000e+04 1.424414650225857713e+03 8.705300000000000000e+04 1.029750000000000000e+05
1.414416115248443475e+03 8.079500000000000000e+04 1.424416115248443475e+03 8.694000000000000000e+04 1.031530000000000000e+05
1.414417580271029237e+03 8.059700000000000000e+04 1.424417580271029237e+03 8.760000000000000000e+04 1.035850000000000000e+05
1.414419045293615000e+03 8.047000000000000000e+04 1.424419045293615000e+03 8.717300000000000000e+04 1.027010000000000000e+05
1.414420510316200762e+03 8.083800000000000000e+04 1.424420510316200762e+03 8.754900000000000000e+04 1.031550000000000000e+05
1.414421975338786524e+03 8.074600000000000000e+04 1.424421975338786524e+03 8.769100000000000000e+04 1.025710000000000000e+05
1.414423440361372286e+03 8.006700000000000000e+04 1.424423440361372286e+03 8.724500000000000000e+04 1.028440000000000000e+05
1.414424905383958048e+03 8.050300000000000000e+04 1.424424905383958048e+03 8.822700000000000000e+04 1.021510000000000000e+05
1.414426370406543811e+03 8.038200000000000000e+04 1.424426370406543811e+03 8.792600000000000000e+04 1.020110000000000000e+05
1.414427835429129573e+03 8.028400000000000000e+04 1.424427835429129573e+03 8.786400000000000000e+04 1.030620000000000000e+05
1.414429300451715335e+03 8.064900000000000000e+04 1.424429300451715335e+03 8.697700000000000000e+04 1.022080000000000000e+05
1.414430765474301097e+03 8.070500000000000000e+04 1.424430765474301097e+03 8.801000000000000000e+04 1.025200000000000000e+05
1.414432230496886859e+03 7.981200000000000000e+04 1.424432230496886859e+03 8.707300000000000000e+04 1.023610000000000000e+05
1.414433695519472622e+03 8.025100000000000000e+04 1.424433695519472622e+03 8.743700000000000000e+04 1.023090000000000000e+05
1.414435160542058384e+03 8.040500000000000000e+04 1.424435160542058384e+03 8.676800000000000000e+04 1.023890000000000000e+05
1.414436625564644146e+03 8.023100000000000000e+04 1.424436625564644146e+03 8.655000000000000000e+04 1.020020000000000000e+05
1.414438090587229908e+03 8.052900000000000000e+04 1.424438090587229908e+03 8.704300000000000000e+04 1.019520000000000000e+05
1.414439555609815670e+03 8.002000000000000000e+04 1.424439555609815670e+03 8.672300000000000000e+04 1.031190000000000000e+05
1.414441020632401433e+03 8.007800000000000000e+04 1.424441020632401433e+03 8.691100000000000000e+04 1.029120000000000000e+05
1.414442485654987195e+03 7.996700000000000000e+04 1.424442485654987195e+03 8.711600000000000000e+04 1.023110000000000000e+05
1.414443950677572957e+03 7.975500000000000000e+04 1.424443950677572957e+03 8.720000000000000000e+04 1.020150000000000000e+05
1.414445415700158719e+03 7.995100000000000000e+04 1.424445415700158719e+03 8.664800000000000000e+04 1.021610000000000000e+05
1.414446880722744481e+03 7.929200000000000000e+04 1.424446880722744481e+03 8.749200000000000000e+04 1.018980000000000000e+05
1.414448345745330244e+03 7.967800000000000000e+04 1.424448345745330244e+03 8.734500000000000000e+04 1.017090000000000000e+05
1.414449810767916006e+03 8.054200000000000000e+04 1.424449810767916006e+03 8.704400000000000000e+04 1.018910000000000000e+05
1.414451275790501768e+03 8.015800000000000000e+04 1.424451275790501768e+03 8.695100000000000000e+04 1.024840000000000000e+05
1.414452740813087530e+03 8.000700000000000000e+04 1.424452740813087530e+03 8.701800000000000000e+04 1.025750000000000000e+05
1.414454205835673292e+03 7.978300000000000000e+04 1.424454205835673292e+03 8.665100000000000000e+04 1.023590000000000000e+05
1.414455670858259055e+03 7.977500000000000000e+04 1.424455670858259055e+03 8.699700000000000000e+04 1.018650000000000000e+05
1.414457135880844817e+03 8.001700000000000000e+04 1.424457135880844817e+03 8.657100000000000000e+04 1.022430000000000000e+05
1.414458600903430579e+03 7.994800000000000000e+04 1.424458600903430579e+03 8.703100000000000000e+04 1.023030000000000000e+05
